UTC,DATA,HRM,HRCC,STATU,dummy
1661697128,4043
,4043
,4043
,7767
,7767
,8234
,8234
,8234
,8650
,8650
,7689
,7689
,7689
,6386
,6386
,4467
,4451
,4470
,5238
,5238
,5591
,5591
,5858
,5858
,5858,63,1,4,0,
1661697129,7830
,7830
,8889
,8889
,8889
,7630
,7630
,5707
,5707
,5707
,3137
,3137
,3180
,3180
,3216
,3216
,3216
,3305
,3305
,3290
,3290
,3290
,3268
,3268
,3249,62,0,4,0,
1661697130,3249
,3249
,3320
,3320
,3484
,3484
,3484
,3503
,3503
,3741
,3741
,3784
,3784
,3784
,3954
,3954
,4006
,4006
,4006
,4104
,4104
,4289
,4289
,4289
,4667,61,0,4,0,
1661697131,4667
,4707
,4707
,3762
,3762
,3762
,3865
,3865
,3892
,3892
,3892
,3759
,3759
,3742
,3742
,3742
,3711
,3711
,3724
,3724
,3724
,3687
,3687
,3378
,3378,62,0,4,0,
1661697132,3937
,3937
,3937
,3996
,3996
,4026
,4026
,4026
,4032
,4032
,4028
,4028
,4028
,4017
,4017
,4008
,4008
,4008
,4002
,4002
,3985
,3985
,3986
,3986
,3986,62,0,4,0,
1661697133,3999
,3999
,4011
,4011
,4011
,4012
,4012
,4009
,4009
,4009
,4003
,4003
,3979
,3979
,3946
,3946
,3946
,4080
,4080
,4563
,4563
,4563
,4537
,4537
,4528,63,0,4,0,
1661697134,4512
,4528
,4508
,4508
,4485
,4485
,4485
,4452
,4452
,4438
,4438
,4434
,4434
,4434
,4425
,4425
,4436
,4436
,4436
,4419
,4419
,4412
,4412
,4412
,4400,65,0,4,0,
1661697135,4400
,4400
,4400
,4400
,4402
,4402
,4404
,4404
,4390
,4390
,4390
,4384
,4384
,4386
,4386
,4386
,4388
,4388
,4398
,4398
,4398
,4424
,4424
,4422
,4422,66,0,4,0,
1661697136,4386
,4386
,4386
,4437
,4437
,4472
,4472
,4472
,4439
,4439
,4394
,4394
,4394
,4346
,4346
,4389
,4389
,4389
,4377
,4377
,4393
,4393
,4383
,4383
,4383,66,0,4,0,
1661697137,4379
,4379
,4396
,4396
,4396
,4395
,4395
,4401
,4401
,4401
,4405
,4405
,4403
,4403
,4403
,4410
,4410
,4399
,4399
,4370
,4370
,4370
,4307
,4307
,4233,67,0,4,0,
1661697138,137
,4233
,4175
,4175
,4219
,4219
,4219
,4257
,4257
,4281
,4281
,4268
,4268
,4268
,4167
,4167
,4200
,4200
,4200
,4226
,4226
,4246
,4246
,4246
,4261,68,0,4,0,
1661697139,4261
,4279
,4279
,4279
,4289
,4289
,4303
,4303
,4310
,4310
,4310
,4327
,4327
,4380
,4380
,4380
,4371
,4371
,4415
,4415
,4415
,4407
,4407
,4399
,4399,69,0,4,0,
1661697140,4399
,4436
,4436
,4460
,4460
,4489
,4489
,4489
,4492
,4492
,4493
,4493
,4493
,4506
,4506
,4524
,4524
