UTC,DATA,HRM,HRCC,STATU,dummy
1661696147,5398
,5365
,5365
,5365
,5321
,5321
,5301
,5301
,5301
,5299
,5299
,5269
,5269
,5269
,5124
,5124
,4987
,4987
,4987
,4910
,4910
,5080
,5080
,5080
,5162,0,0,3,0,
1661696148,5162
,5130
,5130
,5135
,5135
,5135
,5122
,5122
,5156
,5156
,5156
,5157
,5157
,5186
,5186
,5186
,5209
,5209
,5153
,5153
,5153
,5078
,5078
,5046
,5046,76,0,3,0,
1661696149,5046
,5011
,5011
,4906
,4906
,4906
,4815
,719
,4635
,4635
,4635
,4635
,4635
,4635
,4635
,4635
,4606
,4606
,4587
,4587
,4587
,4646
,4646
,4744
,4744,76,0,4,0,
1661696150,4744
,4798
,4798
,4823
,4823
,4849
,4849
,4849
,4832
,4832
,4804
,4804
,4804
,4797
,4797
,4810
,4810
,4810
,4811
,4811
,4844
,4844
,4844
,4843
,4843,76,0,4,0,
1661696151,4838
,4838
,4838
,4867
,4867
,4897
,4897
,4897
,4921
,4921
,4846
,4846
,4846
,4831
,4831
,4815
,4815
,4815
,4764
,4764
,4742
,4742
,4742
,4741
,4741,76,0,4,0,
1661696152,4716
,4716
,4660
,4660
,4660
,4649
,4649
,4713
,4713
,4713
,4860
,4860
,4953
,4953
,4953
,4984
,4984
,4983
,4983
,4983
,4956
,4956
,5037
,5037
,5037,76,1,4,0,
1661696153,911
,5007
,5054
,5054
,5054
,5052
,5052
,4938
,4938
,4938
,5025
,5025
,5334
,5334
,5334
,5610
,5610
,5395
,5395
,5395
,5796
,5796
,5736
,5736
,5592,76,1,4,0,
1661696154,5592
,5592
,5300
,5300
,5283
,5283
,5283
,5302
,5302
,5345
,5345
,5345
,5461
,5461
,5063
,5063
,5063
,5031
,5031
,4827
,4827
,4827
,4719
,4719
,4823,75,0,4,0,
1661696155,6086
,6086
,6077
,6077
,6094
,6094
,6094
,6076
,6076
,6062
,6062
,6062
,5995
,5995
,5964
,5964
,5964
,5955
,5955
,5964
,5964
,5964
,5953
,5953
,5938,69,1,4,0,
1661696156,6086
,6086
,6077
,6077
,6094
,6094
,6094
,6076
,6076
,6062
,6062
,6062
,5995
,5995
,5964
,5964
,5964
,5955
,5955
,5964
,5964
,5964
,5953
,5953
,5938,69,1,4,0,
1661696157,6086
,6086
,6077
,6077
,6094
,6094
,6094
,6076
,6076
,6062
,6062
,6062
,5995
,5995
,5964
,5964
,5964
,5955
,5955
,5964
,5964
,5964
,5953
,5953
,5938,69,1,4,0,
1661696158,6086
,6086
,6077
,6077
,6094
,6094
,6094
,6076
,6076
,6062
,6062
,6062
,5995
,5995
,5964
,5964
,5964
,5955
,5955
,5964
,5964
,5964
,5953
,5953
,5938,69,1,4,0,
1661696159,6086
,6086
,6077
,6077
,6094
,6094
,6094
,6076
,6076
,6062
,6062
,6062
,5995
,5995
,5964
,5964
,5964
,5955
,5955
,5964
,5964
,5964
,5953
,5953
,5938,69,1,4,0,
1661696160,6086
,6086
,6077
,6077
,6094
,6094
,6094
,6076
,6076
,6062
,6062
,6062
,5995
,5995
,5964
,5964
,5964
,5955
,5955
,5964
,5964
,5964
,5953
,5953
,5938,69,1,4,0,
1661696161,6086
,6086
,6077
,6077
,6094
,6094
,6094
,6076
